Acc_ID,Limit,SEX,EDUCATION,MARRIAGE,Debt,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
288,50300,2,2,2,30,48076,49523,49507,19600,20000,0,2525,1500,500,403,0,0,0
289,180200,1,1,2,35,33336,35316,31655,23461,20671,17122,5320,23,208,12,51,0,0
290,140200,2,1,2,28,128660,126790,129758,132554,268084,137061,6005,6500,6500,5004,5000,5568,0
291,20400,2,3,1,24,14433,14315,9,0,0,0,487,0,0,5,0,0,1
292,150400,1,1,2,32,125089,121526,67171,54078,9778,389,4971,65,1346,5056,8601,4435,1
293,120100,2,2,2,29,48503,48689,6353,0,0,0,1627,1000,1326,2,0,0,0
294,180200,1,3,1,45,3695,15623,4692,238,218,6690,15689,4699,238,221,6710,11949,0
295,350100,1,1,1,51,348943,326653,228837,198817,193859,154477,11001,8500,15022,7001,20000,20000,0
296,260200,2,2,1,40,255679,260783,124748,126892,131160,133400,10670,4520,4537,6312,6000,0,1
297,200100,2,1,2,31,7526,8450,9099,3270,774,0,3007,1000,0,701,0,0,0
298,150300,1,1,1,57,97724,99738,97305,98496,99683,101430,4502,0,3700,3703,3500,3000,1
299,280400,2,1,1,38,835,421,422,416,59211,416,3,416,416,59215,0,378,0
300,120500,2,1,1,52,117291,120295,116091,118405,99081,106300,6502,6000,6000,4000,9000,0,0
301,20500,1,2,2,40,19847,18250,17665,16576,13529,10387,1700,1368,547,509,347,6000,0
302,20100,1,3,2,29,20444,19043,38736,-210,690,150,1562,1400,400,1290,0,780,0
303,500400,2,1,2,29,98543,102057,111699,78070,78376,80912,6005,13151,0,3001,5000,10000,1
304,130300,2,3,1,45,122268,125761,129168,127727,130334,0,3543,3497,2875,2612,0,0,0
305,290200,2,2,1,37,1,1844,1758,19117,12693,28468,1840,1750,19117,402,2000,3496,0
306,50300,1,2,2,45,49702,49690,28646,38137,27128,29992,2301,1487,21704,3005,15000,18300,0
307,310500,2,1,1,34,4763,26948,7496,10276,96059,6434,26945,5000,6000,93001,3000,5000,1
308,80300,2,2,1,35,74975,66618,66446,54631,49219,50094,3116,2627,1850,1873,1773,1800,0
309,130300,2,1,2,28,-23,-345,30664,29426,29100,-1410,331,32100,0,3,0,0,1
310,200200,2,2,1,41,2,21806,62441,-82,16550,5239,21808,42745,0,16633,5265,0,0
311,90100,2,2,1,37,23133,22479,28075,27320,31199,30548,7,6000,0,4503,0,2000,0
312,50100,1,2,1,38,3582,4602,5766,5869,5838,5971,1090,1244,356,213,230,205,1
313,330500,2,5,1,37,18773,3741,119347,134194,76865,78760,3747,119356,20062,10194,30032,4005,0
314,280400,2,1,1,41,1398,5,142,0,0,350,7,136,0,0,350,297,0
315,80200,2,3,1,50,61269,61305,61010,58759,58212,56534,2183,2226,2004,2133,2030,2057,0
316,40100,1,2,3,42,39298,38495,38233,37764,38029,32179,1787,1890,2000,1107,948,337,0
317,20300,1,1,3,49,16891,17933,20318,19696,19648,20154,1623,3000,0,413,826,872,0
318,360100,1,1,2,31,4,5,84,0,0,0,2,77,0,4,0,0,0
319,30400,2,2,2,23,16550,17090,17009,7150,6508,8459,1506,1396,2000,183,2000,2000,0
320,20200,2,2,2,30,17653,13585,14213,15345,17764,20049,3005,5007,3000,3003,3000,3000,0
321,200400,2,1,2,27,156790,184,1451,1443,1443,871,181,1443,1443,1448,871,2015,0
322,50500,2,2,1,38,16908,17650,18485,10279,10646,10776,1321,1147,348,515,435,190,0
323,470100,1,1,1,40,79460,74998,48353,45433,45853,21158,2355,1542,1041,2019,789,5013,0
324,10500,2,2,1,50,8672,6618,7656,8758,9410,4373,1271,1300,1400,1001,304,283,0
325,290500,2,2,2,56,-64,-63,-59,675,-6,2168,4,0,743,4,2174,972,0
326,260400,2,1,1,32,556,8083,27210,27879,28420,39206,8079,20000,2000,2002,12000,0,0
327,310500,2,2,2,34,51011,50649,50118,49339,49177,48754,2207,2100,1700,2001,1800,2000,0
328,130300,1,1,2,30,110526,108209,99790,71451,67024,62655,10002,5000,4000,4000,7500,8200,0
329,30300,1,1,2,26,19045,20237,21302,22040,22786,23410,1507,1400,1100,1100,1003,2000,1
330,150500,2,2,1,50,4018,5120,3433,1334,2117,1098,5121,1002,1336,2123,1098,757,0
331,200100,1,3,2,41,84185,95796,94907,92866,93514,85659,16002,5013,5024,10000,5000,10000,0
332,100500,2,2,2,28,97157,97639,96469,96975,101280,101935,2904,1300,3000,5455,2000,0,1
333,470500,1,2,2,34,19424,11011,15180,27319,31029,19211,11074,15202,27329,30207,33,16506,0
334,270400,2,1,1,34,22605,26911,7,0,4448,5667,5005,0,0,4451,1300,2443,0
335,230400,1,1,2,37,1,13376,9428,16639,600,0,13378,9420,16688,609,0,0,0
336,130400,2,3,1,41,1757,1895,742,1575,316,5039,1892,0,1575,318,5039,1156,0
337,160200,2,2,2,37,25594,29174,28414,28836,30208,30853,4003,0,1200,2002,1300,1291,0
338,50100,1,3,1,42,26917,26189,29268,28444,28878,27655,1,3500,0,1100,1100,2000,0
339,120400,1,1,2,33,15669,2652,10301,3600,0,0,2654,10363,3600,3,0,0,0
340,90400,1,2,2,26,2913,1056,2431,1051,1051,83573,1056,2422,0,1056,83573,3098,0
341,210300,1,1,2,30,5398,5084,6026,6143,6268,399,5005,1000,123,126,0,1280,0
342,430200,2,2,1,43,2831,21424,15563,6705,6705,5673,21422,0,6705,4,5673,7791,0
343,130100,2,2,2,27,51736,77756,93704,79187,116374,120793,77821,79000,3382,103001,6000,4514,0
344,240500,1,3,1,43,259514,258213,245404,245014,209834,195913,11007,0,12300,14290,0,6887,0
345,90400,2,2,1,33,88732,88538,91008,90661,51620,52668,3503,3908,4328,2100,2500,1308,0
346,210300,2,2,1,35,14727,16470,17701,18892,20566,23226,2007,1500,1500,2003,3000,2000,0
347,50500,1,1,2,29,17470,48680,36294,30691,29901,49293,32402,4000,1200,4,20000,2000,0
348,50400,1,3,2,34,1,5,8,1000,0,0,5,0,1000,5,0,0,0
349,50300,1,2,1,34,50671,48947,27842,40346,38668,20016,1618,1484,3675,701,1000,706,0
350,120400,2,1,2,24,117040,115629,117212,116835,77926,76993,6001,6000,4000,4000,3000,3500,0
351,50400,2,2,2,27,3480,-20,2506,0,0,0,7,2525,0,4,0,0,0
352,340300,2,1,1,29,307651,5,6,495,495,1528,2,0,495,498,1528,3254,0
353,30500,2,2,2,48,16040,17085,17311,17521,17893,18252,1601,800,800,802,800,0,1
354,20400,1,2,2,22,20072,19283,3354,-780,780,2130,1075,1000,0,1564,2130,3680,0
355,10300,1,2,2,23,6830,6576,8958,8658,9413,9117,4,2500,0,902,0,971,1
356,110300,2,1,2,32,2,5,8,0,0,0,1,0,0,1,0,0,0
357,200500,2,2,2,31,782,865,502,2755,2048,2318,863,496,2763,2050,2318,3311,0
358,240200,2,3,1,51,234209,231674,214651,207642,210375,214694,10123,9150,8008,8002,8009,7714,1
359,70400,2,1,2,27,8277,10133,11115,11443,10323,11150,2003,1163,500,381,1000,800,0
360,200400,2,1,1,51,2120,1667,2490,19272,22388,21105,1663,2482,19272,10006,10000,3471,0
361,200100,1,2,1,38,29314,19208,9552,15296,7045,10712,19317,9455,15306,7057,10700,12389,0
362,130100,1,2,2,32,5553,6958,8183,8884,9737,11404,1505,1500,1000,1000,2000,2000,1
363,220500,2,1,2,36,11640,11009,8401,10887,16542,10164,3009,3392,4000,6542,5000,3909,0
364,200500,2,2,2,51,91144,93016,90640,95464,99894,98171,4203,0,7260,6101,0,3800,1
365,20400,2,1,2,35,1792,16750,1470,1466,1691,4565,16750,1464,1466,1695,4565,4570,0
366,320400,2,1,2,30,198442,202811,207056,201114,190921,191781,10004,10000,10000,10004,7000,10000,0
367,340400,1,1,2,33,3052,5555,23345,4291,80153,25820,5714,23453,4314,80552,25949,2016,0
368,200400,1,1,2,34,10535,5,9,0,0,2842,5,0,0,2,2842,204297,0
369,190400,2,2,2,31,4462,5536,20874,12895,9968,9968,5543,20879,12895,5,0,0,0
370,180400,2,3,2,36,3705,4701,3769,-3,3667,1598,4699,3763,3,3670,1799,0,0
371,210200,2,1,1,55,7772,7083,846,20372,36489,90261,7083,1295,20000,16490,60000,5000,0
372,50200,2,5,2,38,46279,42212,20368,17527,17318,17738,2064,1265,5000,700,700,800,0
373,130300,2,3,2,47,38225,37944,37711,37391,38137,37647,1619,1639,1586,1333,1352,1382,0
374,210400,2,1,2,30,5853,4393,3645,7489,2684,9448,4392,3638,7489,2689,9448,5841,0
375,160100,2,3,1,39,151968,141889,143435,146289,128133,124606,5106,7100,7500,4505,5000,4800,0
376,50400,2,3,2,52,47406,50143,25774,26142,26771,27175,4134,0,1100,1205,1000,1100,1
377,280100,2,2,1,48,34436,34768,25055,24116,50483,47056,1390,1647,1004,41554,2056,1670,0
378,30500,2,2,1,39,20347,21710,22546,24161,25128,24576,2001,1500,2000,1501,0,1200,0
379,230100,1,1,2,31,40733,44568,42811,44020,41278,34672,5005,0,3000,0,3000,3000,0
380,250200,1,2,2,30,149682,152709,163108,164953,160805,164411,7001,14400,6000,5,6200,6200,0
381,120500,2,2,2,32,16813,17576,18019,18197,9032,11951,1360,1126,636,652,4000,1800,0
382,150500,2,2,2,28,37637,27453,29898,390,257,10700,27604,29890,21890,259,10833,212,0
383,360100,2,2,2,36,122196,109387,109854,105271,96644,94973,5011,4031,3082,7019,2755,1813,0
384,260500,2,2,1,55,222138,223350,225264,189500,182771,188876,10022,10007,10017,10008,10007,10036,0
385,30500,2,1,2,27,24714,28975,28241,27481,29484,30157,5006,0,0,2475,1300,4800,0
386,80100,1,3,1,44,-1589,-6251,-10913,-15588,-20254,-24920,4669,4666,4666,4671,266,0,0
387,150300,2,3,1,42,-1200,49914,46831,-2176,143824,151500,51777,2300,2176,146000,9500,0,0
388,230200,2,2,2,54,148059,161296,136917,118358,115497,118539,20078,6246,8836,5958,8984,4507,0
389,220500,2,3,1,33,8183,9514,9119,6401,7084,5625,9143,9046,6007,5033,5019,5018,0
390,210200,2,3,2,39,13442,9246,7932,13416,2228,4490,9317,7924,13421,2244,4490,10834,0
391,20400,1,6,2,29,546,2075,377,-20,780,0,1104,5193,0,802,0,0,0
392,80300,2,2,1,40,1897,321,323,514,316,1605,317,316,514,321,1605,316,1
393,50400,1,2,2,36,50716,49407,44422,0,0,0,3001,1000,0,5,0,0,0
394,500100,2,1,2,35,4678,6192,4782,31188,5827,3637,6191,4775,31188,5,4119,7390,0
395,30200,2,2,1,28,20108,21424,22285,24423,19985,15021,1653,1506,2651,0,2044,550,0
396,280200,1,1,2,32,191497,187918,169230,153063,133490,130377,1003,7600,5949,6001,5200,5117,0
397,280300,2,2,1,28,748,5,5746,922,107,980,6,5737,922,110,980,648,0
398,50400,1,2,3,43,31202,24491,24785,24521,16773,16524,4593,3000,3005,3014,3632,4006,0
399,30300,1,1,2,29,29235,29388,29859,29978,29378,29230,2005,2000,2000,1205,1500,3000,0
400,140100,1,2,2,26,1,855,2628,66397,62967,44226,854,2620,66397,2038,2000,15000,0
401,20100,1,2,2,26,10539,8869,6747,3820,16945,17509,1303,1305,500,13504,1000,1500,0
402,30300,2,1,2,25,11485,12815,13598,14530,14154,15320,1523,1300,1166,0,1400,0,1
403,20200,2,2,2,26,7565,8581,9627,10485,10700,10922,1145,1189,1053,269,277,358,1
404,20200,2,1,2,25,19993,20043,19579,14362,15127,15872,1440,1300,1000,1002,1000,2000,0
405,20200,1,3,2,25,9526,16982,18554,18846,18066,17463,8003,2000,900,4,1000,0,0
406,50400,1,2,2,35,48060,49353,41714,29358,29860,30461,2099,1456,1200,1105,1076,1200,1
407,290200,2,1,2,48,281954,263715,262793,254495,247060,220298,11906,11000,7900,9053,6900,6000,0
408,200500,2,3,1,41,158810,150909,144310,137700,135443,128229,5381,5141,5032,9402,4400,0,0
409,300100,2,1,2,31,53382,54989,56746,57282,58575,59653,2501,2640,2080,2251,2174,3000,0
410,310500,2,2,1,39,1,5,5374,6274,7017,8893,5,5365,1000,1005,2000,2000,0
411,240100,1,2,1,46,199451,200904,205091,194800,183962,188496,7503,10006,7000,7005,8000,7000,0
412,180200,1,1,2,30,3814,6411,637,11542,2348,122,6412,629,11545,2349,122,0,0
413,320400,2,1,2,31,179231,-195,208,0,10000,210000,5,400,0,10001,200000,0,0
414,50200,2,3,2,45,151,814,-51,-210,-360,-510,815,0,0,2,0,0,0
415,50500,2,2,1,40,51403,5,9,0,0,0,4,0,0,2,0,0,1
416,60100,1,3,2,26,15529,16887,18197,27465,27643,27816,2001,2000,10000,994,1010,989,0
417,90400,2,2,2,31,75386,73985,75043,77094,75708,76610,3356,3300,5500,1601,3950,0,1
418,230200,2,1,2,25,14983,2485,1443,1420,9225,19013,2482,1434,1420,9230,10000,15000,0
419,50200,1,3,1,48,-2009,-2007,47722,48685,18139,18519,5,50224,2195,652,672,749,0
420,170400,1,1,1,39,5,5,6,1012,0,0,6,0,1012,0,0,492,0
421,370400,2,1,1,40,141557,67744,49106,48216,47675,48074,2158,2000,1668,2001,3000,1000,0
422,150200,2,1,1,38,32444,13452,17886,25172,4694,6292,13452,17914,25349,4698,6324,14433,0
423,200100,1,1,1,31,2503,2505,2507,2500,2500,2500,1,0,0,1,0,0,1
424,20400,1,1,2,44,15614,18255,8,0,0,1000,3004,0,0,0,1000,8024,0
425,340400,2,1,2,29,172185,180145,166289,155628,145645,103263,21108,5461,5000,5849,2732,50000,0
426,450300,2,2,1,48,30540,83376,17478,10342,51786,45747,84273,17566,10401,52049,45812,169,0
427,50100,1,1,2,51,48136,15322,12585,29035,17878,18586,1317,1506,19300,1005,1000,700,1
428,160400,2,2,2,25,13040,158730,155814,98160,99057,100984,155006,5000,5000,3539,5000,4000,0
429,130300,1,2,2,34,114989,118646,119295,121377,123655,125917,5805,4400,4350,4502,4600,5000,0
430,390400,2,1,1,48,6573,2292,9,18692,10418,8590,2289,0,18692,1003,172,4801,0
431,80100,2,1,1,33,1788,876,3188,3344,3552,0,877,3381,3384,3963,0,0,0
432,230100,1,2,1,52,197997,84081,77775,70066,62865,55311,2969,3500,2600,2504,1901,2370,0
433,50300,2,2,2,25,43639,42151,30034,29857,30619,30376,2207,1700,2000,1265,1419,1400,0
434,110200,2,1,2,30,52694,54153,73605,76938,47942,40963,5068,42000,5091,2030,3033,2510,0
435,50100,1,1,1,64,266,533,270,264,264,264,532,0,264,269,264,264,0
436,20500,1,3,2,29,8056,7782,8814,12647,12173,11855,5,1158,4000,0,0,900,1
437,360100,1,3,2,32,4,5,6,0,0,0,3,0,0,0,0,0,1
438,60300,2,1,2,27,29653,21662,28745,42733,46404,37993,2,8000,15000,9005,10000,0,0
439,10300,1,2,2,29,3721,3664,5646,5401,6811,6567,153,2200,0,1504,0,6000,1
440,240200,2,2,1,42,137329,133729,136545,137487,141291,20143,2,6702,5000,6022,6099,14762,1
441,100400,2,2,2,31,95209,102044,99510,94453,99711,97944,9303,0,3400,6803,0,3500,1
442,100400,2,2,1,49,44052,44513,42933,45596,46022,46785,1804,0,3548,1669,1677,1668,0
443,50200,1,2,2,29,45589,46578,47340,47382,47370,46200,3006,2200,1600,978,2000,1000,0
444,100200,1,3,2,36,67647,69242,70645,71680,72705,74195,3303,3100,2800,2801,2800,2800,1
445,10400,1,2,2,28,8262,8000,4886,5444,2639,2697,2002,1100,600,302,300,1000,1
446,160100,1,2,2,38,1,5,9,0,461,603,4,0,0,461,603,829,0
447,10500,1,2,2,24,3716,4163,4661,3080,0,0,1110,1000,31,0,0,0,0
448,20100,2,2,1,38,17314,17767,18821,19614,0,0,1504,1500,1000,1,0,0,1
449,110100,2,1,1,43,153,155,156,150,150,150,1,0,0,4,0,0,0
450,200200,2,1,2,28,196172,201195,200669,-1528,-1528,-1504,8803,10183,1504,4,24,204395,0
451,80200,1,3,1,42,35650,38045,39569,40427,43417,46878,3006,2135,2000,3502,4000,3000,0
452,360500,2,1,1,38,13687,1997,611,0,3960,0,1998,604,0,3962,0,2313,0
453,240500,1,1,1,38,1,5,9,0,0,0,2,0,0,2,0,0,1
454,190500,1,2,1,36,254952,237099,218610,202639,199480,188113,6,0,0,5,142000,7000,1
455,130300,1,1,2,35,3,5,9,8495,6480,0,4,0,8495,2,0,0,1
456,180100,1,1,2,27,14568,9505,10128,770,4159,4159,9501,10122,770,4163,0,5243,0
457,30500,2,6,2,47,25303,26871,27668,28474,28494,0,2002,2000,1500,1003,0,0,0
458,10200,1,2,2,23,8603,8733,9727,9609,9503,9771,1160,1151,339,345,425,195,1
459,30500,1,2,1,59,24912,26246,27521,27831,28795,29285,1753,2000,1240,1202,1100,0,1
460,400200,1,3,1,44,145805,134274,100235,57583,8556,316,6102,26621,6600,408,316,316,0
461,560200,1,2,1,51,13434,12767,7085,3416,3416,416,3306,1416,0,3417,416,3416,0
462,70200,2,2,2,24,17464,16897,18020,19315,19859,19390,4,1400,1600,1001,0,1000,1
463,300100,2,2,2,49,6302,5,2426,470,4690,0,4130,2417,470,4695,0,18774,0
464,150500,1,2,2,39,111883,106846,102498,103711,104153,103240,4006,3700,3700,3756,3800,3500,0
465,30400,1,2,1,24,28225,29281,28641,30127,30525,29793,1801,150,2250,1003,0,700,1
466,280300,2,2,2,47,29527,154403,151992,47851,49374,50198,126003,3000,0,3001,2000,2000,0
467,460300,1,1,1,41,174,2720,-7,2641,-10,22535,2733,0,2654,1,22545,0,1
468,50300,1,3,2,46,35963,34730,33225,31688,29425,29747,1858,1851,1820,1059,3300,0,0
469,150200,1,2,2,36,60016,72232,51373,54340,0,2129,20003,30000,54340,3,2129,0,0
470,80500,1,2,2,44,19263,16907,15180,10493,10313,6687,1276,1874,0,3318,0,291,0
471,90500,2,2,2,28,43315,40280,37806,37323,34396,34938,2506,3000,3000,2003,3000,3000,0
472,500500,1,3,1,38,89578,91787,90997,83633,84491,85522,5054,6052,5038,7029,8018,4022,0
473,180500,2,1,2,31,15994,1478,26883,53390,35292,61910,1478,26876,53390,35296,61910,23913,0
474,500200,2,2,2,45,43351,43981,39040,29092,22725,11590,4011,2383,1126,787,596,1572,0
475,200500,2,5,2,28,98763,85588,84404,88612,86159,89751,4004,3000,3000,3343,5000,4000,0
476,200200,1,2,1,34,74155,66383,60729,53769,45928,38238,3003,5000,3000,2001,2000,3000,0
477,50100,2,2,1,35,39556,38605,23720,8663,19596,20082,5003,5038,3000,20135,1000,1000,0
478,140300,2,2,2,28,136278,139509,140270,138958,136898,141634,7005,6000,7000,5000,10700,4600,0
479,160200,1,1,2,32,108181,110222,107429,111123,111795,114136,3873,3899,5489,4007,4145,4161,0
480,400200,1,1,1,36,11803,73016,79267,87413,92269,100973,73026,10000,10009,8002,10000,10029,0
481,70500,1,2,2,31,-8183,-17805,-589,7462,9390,5183,5,100104,10000,15000,10000,20000,0
482,360200,1,1,2,28,4615,6782,14107,11959,3184,7252,6814,14171,12023,3201,7288,1892,0
483,420400,1,3,1,33,1878,2504,86082,73930,57807,51014,2501,86113,10000,2258,1529,30281,0
484,130500,2,1,2,27,20057,1303,6719,-884,-6332,-9333,1300,6730,900,5449,0,25000,0
485,50200,2,3,2,25,33243,33204,33764,23332,23782,16816,6013,5008,3013,5037,5001,5002,0
486,150300,2,1,1,41,80765,77511,75248,71245,69214,24036,4,3700,0,2000,0,2000,1
487,200400,2,1,1,60,284,5366,6315,385,0,0,5368,6309,385,1,0,3390,0
488,80200,2,2,1,47,28776,28956,26820,27383,27475,27823,1444,1459,1500,1002,1003,1100,0
489,190100,2,1,1,37,6916,4928,4,6381,6383,817,4924,0,6383,5,0,1809,0
490,80300,1,2,1,45,1247,26348,22129,21365,20967,48250,27280,3200,1200,1003,29000,1500,0
491,340100,2,1,2,30,182446,181090,179616,177506,176233,173279,6557,6500,5830,6058,5200,5076,0
492,360300,2,1,2,31,92697,87420,69558,38898,31222,55801,20596,20200,10063,1900,30278,83275,0
493,50300,1,3,1,36,50505,50186,49637,50153,30914,29200,2003,2200,1968,1106,1040,1069,1
494,500200,1,1,2,37,34643,41486,25755,5749,10370,14161,10017,8078,2000,5000,6000,15000,0
495,120200,2,3,2,32,1772,395,396,390,390,390,397,390,390,392,390,1079,0
496,120500,1,2,2,32,69448,70901,72390,70629,74827,76470,3207,3200,0,6003,3000,3000,0
497,190500,2,1,2,31,188468,179424,165866,159374,158040,159833,6540,6031,20036,5734,5648,6011,0
498,100400,2,2,2,24,82327,45761,9195,5408,12920,9656,1001,9187,5408,12923,9656,4737,0
499,200400,1,2,1,38,2,4,302,299,278,4575,2,297,303,281,4597,0,0
500,180300,1,2,1,54,173484,176313,179885,182005,175016,178293,7902,8000,7000,6566,6800,6100,1
501,80400,2,3,1,56,12162,13961,14391,15631,16080,17327,2005,1500,1500,1001,1500,2005,0
502,200300,2,2,1,38,391,1313,1671,14490,34902,390,1309,1662,14987,34903,390,7500,0
503,80500,2,2,2,25,3,2951,397,390,390,780,4421,390,390,390,780,0,0
504,120300,2,1,2,32,421,421,424,416,0,832,417,416,416,1,832,416,1
505,10200,1,3,2,38,6731,8055,9540,9904,9310,19000,1448,2017,1000,186,190,0,0
506,80400,2,2,1,33,8597,4005,6888,7697,3333,3063,4005,6881,5003,3004,3063,0,0
507,20200,2,2,2,26,2973,3985,5083,5979,6796,6463,1225,1318,1183,1000,0,0,1
508,90100,2,2,2,28,87610,91435,88713,65632,49431,50864,7065,7,2054,1800,2864,3197,1
509,40200,1,1,2,26,30099,30824,13822,10291,7441,7435,1305,2013,319,415,266,277,1
510,10200,1,2,3,39,8636,3197,1358,13352,0,0,1007,676,6000,122,0,0,0
511,230400,1,1,2,34,246766,239690,135526,102518,129195,101717,8322,10084,5091,70063,4037,5122,0
512,30400,2,1,2,31,2035,1538,3905,6978,4081,3686,1536,3897,4081,3,155,96,0
513,190200,2,1,2,30,28098,29327,30153,31243,32719,33540,2006,1600,1600,2000,1500,1300,0
514,300400,2,2,2,34,192729,194699,188474,189094,179211,87266,8003,8001,5000,4033,4551,20000,0
515,180100,1,2,1,44,171995,175432,150974,71478,72955,74426,6100,4427,1949,2009,2030,2000,0
516,220400,2,2,1,45,2,5,6,0,0,0,2,0,0,0,0,0,1
517,90300,2,1,2,28,61804,62566,63077,62643,59265,59046,2407,2518,2514,2100,2500,2500,0
518,210300,2,2,1,39,4993,556,33666,42551,51800,2295,558,33658,10551,10003,2295,2295,0
519,80500,2,3,1,41,35662,37087,38471,38922,40791,43108,2006,2000,1397,2500,3000,1600,0
520,360100,2,2,2,29,223,2760,1389,0,1999,-1,2758,1380,0,2000,0,500,0
521,50200,1,2,1,28,102804,5,8,2624,45567,46557,5,0,2624,45568,1747,2000,0
522,30200,2,2,2,27,30030,26213,28811,22335,17448,17448,3,3400,0,1,0,0,1
523,80200,2,1,2,25,81116,67896,57000,42663,43136,43676,3007,7139,6000,1698,2000,3000,0
524,250200,2,2,2,28,124356,132256,148604,135715,76113,26366,10007,19888,2500,10306,17500,3000,0
525,190400,1,2,2,42,33801,34936,36071,37160,38237,39464,2007,2000,2000,2002,2000,2000,0
526,50400,2,3,1,43,46459,47450,48856,50065,17304,17824,1765,2162,2380,623,798,1000,0
527,140500,2,1,2,26,38204,38815,39817,41133,41730,42026,2002,2000,2000,2005,2000,2000,0
528,50300,2,3,1,52,50452,34746,21320,17398,17773,17368,2019,2130,500,2000,2000,2000,1
529,20400,1,3,2,29,3519,4306,5083,4845,6753,9615,1003,1000,0,2005,3000,2000,1
530,180500,2,1,1,44,4826,1006,13422,8577,8596,24297,1003,13413,8577,8600,24297,26134,0
531,210400,2,2,2,32,168164,133118,130775,95962,49839,46824,5005,5032,3783,2026,3000,0,0
532,150300,2,1,2,28,101572,103693,107328,106614,108805,111012,3759,5350,2562,2632,2669,2739,0
533,140200,2,2,1,35,133099,132782,131680,133496,128509,124035,5011,4603,5002,4509,4400,4300,0
534,200300,2,3,1,35,3605,1,3,752,0,2718,7,0,756,2,2718,2722,0
535,100300,1,2,2,41,4533,4926,4567,4290,6670,8844,4922,4569,4290,5002,5000,3000,0
536,120300,2,1,2,29,6556,2757,10840,2016,3589,1569,6,10834,280,3589,1569,2527,0
537,50100,2,3,2,30,48263,48745,26961,27860,28420,29045,1732,1500,1376,940,1000,1100,1
538,20400,1,2,2,35,17811,15655,16697,17903,18318,19033,1303,1300,1500,1003,1000,1000,0
539,460300,1,2,1,63,5,8607,8,880,1018,99,8607,0,880,1019,99,1922,0
540,140500,2,1,2,25,124727,77687,77878,19353,8966,14300,3649,2322,387,1000,14300,2900,0
541,80200,2,2,2,23,18432,19505,14375,15369,14595,14363,2018,1500,1252,331,1829,207,0
542,90200,2,2,1,37,687,5,498,850,1000,1360,7,490,850,1004,1360,0,1
543,220200,2,2,2,48,86962,85582,91272,88051,81803,79286,4003,12000,3100,1,2900,3000,1
544,360100,2,1,1,41,105169,115473,112166,114690,117845,120238,12001,0,5900,5005,4500,4700,1
545,280400,2,2,2,28,82743,153796,85609,108984,105275,117635,10081,27785,30000,24,20000,3406,0
546,500400,1,1,2,32,81255,14984,26095,13333,13256,106200,16530,27243,1000,13260,106354,213405,0
547,240100,2,1,2,31,5,5,9631,8864,9248,23353,6,9625,0,9248,23353,1205,0
548,500100,2,2,1,33,2184,5630,60210,45299,40940,16923,5705,60207,1000,840,4476,24236,0
549,20500,2,2,1,39,16433,17455,20364,19722,19616,19228,1301,3200,0,830,750,1000,1
550,210200,1,1,1,45,397,401,403,396,396,396,400,396,396,398,396,396,1
551,360200,2,2,1,37,106013,24897,10781,21847,21835,9255,24981,10786,21916,21908,9261,22127,1
552,430500,1,1,1,52,4705,9719,13254,27555,17389,2919,9726,13298,27570,2,2919,96117,0
553,300100,2,2,1,32,3568,321,323,17597,15257,9482,323,316,17597,2005,2690,2000,0
554,150300,1,2,2,27,156392,148661,150970,152607,103113,96518,6,6000,10000,4005,4000,7000,1
555,130400,1,3,2,40,66552,71039,69338,74175,72383,77217,5604,0,6000,2,6000,0,1
556,260300,2,1,2,30,63509,66288,67348,54725,36117,35144,4007,3002,2000,2002,2464,1000,0
557,10300,1,3,1,32,9214,8124,7612,7637,6056,2852,1,1176,1000,125,57,5507,1
558,170300,1,2,2,35,113275,112017,114542,115448,117426,115675,6002,6000,4106,4315,5097,3800,0
559,420400,2,1,1,48,19630,8710,18660,36076,27823,0,8766,18728,36430,27910,0,9268,0
560,50500,1,2,1,41,48220,48983,49266,19641,20053,19613,2038,2316,690,720,718,690,0
561,210500,2,2,2,45,209785,180967,181877,159975,138349,112371,6503,6601,5085,4089,4220,27704,0
562,180300,2,2,2,26,3232,12518,-622,4940,1740,390,15007,0,10000,6004,6000,1567,0
